time,gFx,gFy,gFz,TgF
0.015583,1.0042,-0.0669,0.1195,1.01
0.032034,0.9959,-0.0862,0.1178,1.01
0.047684,0.9939,-0.1014,0.1095,1.01
0.066637,1.0086,-0.1080,0.0955,1.02
0.091797,1.0091,-0.0720,0.0951,1.02
0.114340,0.9954,-0.0244,0.1105,1.00
0.133193,0.9680,0.0203,0.1278,0.98
0.148232,0.9619,0.0350,0.1329,0.97
0.168186,0.9634,0.0357,0.1508,0.98
0.202106,1.1804,-0.0774,0.0075,1.18
0.214215,1.1890,-0.1578,-0.1154,1.20
0.230696,1.0643,-0.1943,-0.1609,1.09
0.265692,0.9245,-0.0095,0.0212,0.92
0.295021,0.9401,0.0817,0.0078,0.94
0.295192,0.9401,0.0817,0.0078,0.94
0.313908,1.0347,0.0269,-0.0961,1.04
0.347344,1.1066,-0.0268,-0.1340,1.11
0.365299,1.0184,-0.0953,-0.0905,1.03
0.386086,0.9240,-0.1182,-0.0328,0.93
0.397257,0.8959,-0.1129,-0.0191,0.90
0.413738,0.8573,-0.1036,-0.0477,0.86
0.447202,0.8541,-0.1297,-0.1252,0.87
0.465104,0.8705,-0.1412,-0.1447,0.89
0.486382,0.9289,-0.1297,-0.1552,0.95
0.496995,0.9971,-0.1229,-0.1552,1.02
0.513745,1.0565,-0.1048,-0.1350,1.07
0.548390,1.0763,-0.0755,-0.1022,1.08
0.571037,1.0164,-0.1136,-0.0685,1.03
0.580117,0.9988,-0.1415,-0.0487,1.01
0.596976,0.9814,-0.1803,-0.0135,1.00
0.614557,0.9761,-0.2326,0.0080,1.00
0.646903,0.9836,-0.2402,0.0085,1.01
0.665054,0.9768,-0.1987,-0.0071,1.00
0.692813,0.9766,-0.1454,-0.0423,0.99
0.696935,0.9766,-0.1454,-0.0423,0.99
0.715224,0.9863,-0.1368,-0.0504,1.00
0.746777,1.0338,-0.1791,-0.0690,1.05
0.764767,1.0071,-0.1718,-0.0384,1.02
0.787425,0.9658,-0.1776,-0.0225,0.98
0.796617,0.9543,-0.1838,-0.0164,0.97
0.815841,0.9519,-0.1835,-0.0101,0.97
0.846539,0.9763,-0.1454,-0.0057,0.99
0.864903,0.9920,-0.1571,-0.0252,1.00
0.885676,1.0125,-0.0855,-0.0137,1.02
0.896404,1.0386,-0.0305,-0.0105,1.04
0.916604,1.0565,-0.0038,-0.0323,1.06
0.946331,0.9827,-0.0652,-0.0284,0.99
0.964780,0.9509,-0.0931,-0.0171,0.96
0.985106,0.9301,-0.1114,-0.0206,0.94
0.997145,0.9252,-0.1114,-0.0213,0.93
1.029529,0.9445,-0.0892,-0.0164,0.95
1.046219,0.9697,-0.0833,-0.0164,0.97
1.064727,0.9929,-0.0735,-0.0230,1.00
1.092236,0.9876,-0.0623,-0.0069,0.99
1.099204,0.9876,-0.0623,-0.0069,0.99
1.129427,0.9800,-0.0918,0.0171,0.98
1.146208,0.9805,-0.0914,0.0215,0.98
1.164008,0.9792,-0.0676,0.0171,0.98
1.185255,0.9792,-0.0532,0.0139,0.98
1.212576,0.9858,-0.0564,0.0066,0.99
1.229450,0.9927,-0.0544,0.0036,0.99
1.245979,0.9944,-0.0483,0.0034,1.00
1.263920,0.9888,-0.0305,0.0110,0.99
1.286628,0.9873,-0.0175,0.0178,0.99
1.312613,0.9817,-0.0146,0.0193,0.98
1.329055,0.9722,-0.0210,0.0198,0.97
1.345907,0.9682,-0.0263,0.0217,0.97
1.364288,0.9780,-0.0417,0.0220,0.98
1.385867,0.9905,-0.0508,0.0232,0.99
1.412356,0.9902,-0.0584,0.0203,0.99
1.428916,0.9924,-0.0566,0.0200,0.99
1.445611,0.9929,-0.0525,0.0244,0.99
1.464020,0.9902,-0.0544,0.0281,0.99
1.485377,0.9920,-0.0601,0.0229,0.99
1.512392,0.9893,-0.0515,0.0061,0.99
1.528773,0.9895,-0.0542,0.0112,0.99
1.545466,0.9890,-0.0564,0.0207,0.99
1.563808,1.0003,-0.0615,0.0247,1.00
1.585302,1.0076,-0.0767,0.0163,1.01
1.612254,0.9927,-0.1077,0.0264,1.00
1.628635,0.9898,-0.1021,0.0364,1.00
1.645314,0.9900,-0.0933,0.0403,1.00
1.663743,0.9902,-0.0813,0.0335,0.99
1.685086,0.9912,-0.0701,0.0256,0.99
1.711973,0.9934,-0.0549,0.0049,0.99
