time,gFx,gFy,gFz,TgF
0.002416,0.9851,0.0392,0.0865,0.99
0.011317,0.9871,0.0372,0.0875,0.99
0.027016,0.9895,0.0316,0.0843,0.99
0.059059,0.9890,0.0233,0.0907,0.99
0.076551,0.9922,0.0267,0.0850,1.00
0.093438,0.9824,0.0279,0.0823,0.99
0.110513,0.9797,0.0269,0.0831,0.98
0.125235,0.9810,0.0245,0.0833,0.98
0.159509,0.9856,0.0316,0.0914,0.99
0.178305,0.9885,0.0306,0.0892,0.99
0.194378,0.9893,0.0272,0.0863,0.99
0.209685,0.9905,0.0257,0.0831,0.99
0.244182,0.9844,0.0260,0.0860,0.99
0.260280,0.9832,0.0282,0.0877,0.99
0.276288,0.9849,0.0272,0.0860,0.99
0.289555,0.9868,0.0262,0.0833,0.99
0.322702,0.9878,0.0272,0.0814,0.99
0.342927,0.9876,0.0279,0.0863,0.99
0.361984,0.9868,0.0267,0.0867,0.99
0.375674,0.9883,0.0257,0.0860,0.99
0.393653,0.9888,0.0282,0.0843,0.99
0.427157,0.9832,0.0279,0.0841,0.99
0.443323,0.9810,0.0255,0.0848,0.98
0.455587,0.9819,0.0240,0.0838,0.99
0.477279,0.9836,0.0245,0.0850,0.99
0.493385,0.9844,0.0228,0.0860,0.99
0.525119,0.9861,0.0260,0.0853,0.99
0.543326,0.9863,0.0282,0.0863,0.99
0.559723,0.9890,0.0262,0.0828,0.99
0.576437,0.9910,0.0257,0.0806,0.99
0.594110,0.9832,0.0262,0.0838,0.99
0.624888,0.9834,0.0247,0.0872,0.99
0.643541,0.9856,0.0245,0.0863,0.99
0.657207,0.9873,0.0265,0.0860,0.99
0.676301,0.9900,0.0335,0.0814,0.99
0.707375,0.9812,0.0284,0.0814,0.98
0.724189,0.9824,0.0230,0.0801,0.99
0.744061,0.9868,0.0257,0.0811,0.99
0.758253,0.9871,0.0287,0.0819,0.99
0.778431,0.9861,0.0277,0.0828,0.99
0.814380,0.9866,0.0230,0.0843,0.99
0.831867,0.9880,0.0238,0.0855,0.99
0.847136,0.9880,0.0262,0.0838,0.99
0.863781,0.9861,0.0267,0.0826,0.99
0.880832,0.9844,0.0260,0.0833,0.99
0.914602,0.9844,0.0260,0.0850,0.99
0.930425,0.9876,0.0272,0.0836,0.99
0.946938,0.9885,0.0277,0.0831,0.99
0.963828,0.9856,0.0265,0.0836,0.99
0.980422,0.9832,0.0262,0.0833,0.99
1.014766,0.9866,0.0269,0.0831,0.99
1.030119,0.9890,0.0260,0.0816,0.99
1.046979,0.9883,0.0255,0.0806,0.99
1.063648,0.9893,0.0279,0.0801,0.99
1.082685,0.9878,0.0299,0.0814,0.99
1.114412,0.9829,0.0316,0.0877,0.99
1.130054,0.9800,0.0294,0.0909,0.98
1.146675,0.9819,0.0235,0.0916,0.99
1.163529,0.9890,0.0191,0.0855,0.99
1.196414,0.9863,0.0260,0.0821,0.99
1.213428,0.9851,0.0282,0.0870,0.99
1.230852,0.9849,0.0265,0.0914,0.99
1.246563,0.9832,0.0255,0.0914,0.99
1.279874,0.9846,0.0282,0.0831,0.99
1.296517,0.9841,0.0238,0.0853,0.99
1.313003,0.9844,0.0199,0.0865,0.99
1.330726,0.9827,0.0223,0.0902,0.99
1.346218,0.9812,0.0277,0.0926,0.99
1.379626,0.9885,0.0269,0.0826,0.99
1.396280,0.9905,0.0240,0.0784,0.99
1.412892,0.9907,0.0225,0.0757,0.99
1.430252,0.9876,0.0223,0.0801,0.99
1.447350,0.9844,0.0221,0.0828,0.99
1.479299,0.9824,0.0243,0.0850,0.99
1.496029,0.9836,0.0257,0.0850,0.99
1.512828,0.9844,0.0279,0.0845,0.99
1.530104,0.9846,0.0269,0.0863,0.99
1.549989,0.9827,0.0265,0.0858,0.99
1.580270,0.9822,0.0262,0.0826,0.99
1.596731,0.9841,0.0257,0.0838,0.99
1.612376,0.9863,0.0257,0.0843,0.99
1.630604,0.9885,0.0257,0.0836,0.99
1.662408,0.9858,0.0250,0.0826,0.99
1.678876,0.9846,0.0257,0.0819,0.99
1.695738,0.9856,0.0255,0.0836,0.99
1.712257,0.9839,0.0265,0.0870,0.99
1.731491,0.9858,0.0243,0.0880,0.99
1.762143,0.9832,0.0282,0.0850,0.99
1.779340,0.9788,0.0284,0.0882,0.98
1.795560,0.9839,0.0243,0.0877,0.99
1.830122,0.9836,0.0228,0.0867,0.99
1.845497,0.9871,0.0277,0.0850,0.99
1.862004,0.9880,0.0291,0.0819,0.99
1.878518,0.9832,0.0238,0.0801,0.99
1.895302,0.9851,0.0208,0.0797,0.99
1.929577,0.9844,0.0272,0.0843,0.99
1.945058,0.9827,0.0304,0.0855,0.99
1.961674,0.9841,0.0269,0.0865,0.99
1.978583,0.9863,0.0243,0.0843,0.99
2.012819,0.9883,0.0243,0.0821,0.99
2.028667,0.9849,0.0250,0.0841,0.99
2.045073,0.9832,0.0245,0.0831,0.99
2.061484,0.9824,0.0243,0.0838,0.99
2.078270,0.9832,0.0257,0.0823,0.99
2.112287,0.9854,0.0247,0.0826,0.99
2.128211,0.9871,0.0235,0.0814,0.99
2.145016,0.9863,0.0247,0.0809,0.99
2.161565,0.9863,0.0243,0.0809,0.99
2.178077,0.9868,0.0238,0.0816,0.99
2.212297,0.9876,0.0223,0.0816,0.99
2.228137,0.9871,0.0238,0.0821,0.99
2.244582,0.9849,0.0245,0.0841,0.99
2.261516,0.9844,0.0252,0.0843,0.99
2.278184,0.9846,0.0255,0.0843,0.99
2.312072,0.9834,0.0255,0.0848,0.99
2.327715,0.9846,0.0230,0.0848,0.99
2.344491,0.9878,0.0228,0.0841,0.99
2.361202,0.9851,0.0240,0.0848,0.99
2.394547,0.9866,0.0235,0.0858,0.99
2.411066,0.9871,0.0230,0.0850,0.99
2.429018,0.9890,0.0265,0.0819,0.99
2.444150,0.9902,0.0309,0.0767,0.99
2.462139,0.9851,0.0299,0.0772,0.99
2.494362,0.9873,0.0184,0.0801,0.99
2.510973,0.9885,0.0181,0.0792,0.99
2.528486,0.9917,0.0240,0.0782,1.00
2.544115,0.9905,0.0255,0.0770,0.99
2.562845,0.9898,0.0230,0.0772,0.99
2.594299,0.9829,0.0225,0.0806,0.99
2.610787,0.9819,0.0235,0.0838,0.99
2.628132,0.9822,0.0228,0.0841,0.99
2.643942,0.9817,0.0245,0.0831,0.99
2.677083,0.9866,0.0230,0.0806,0.99
2.693835,0.9895,0.0216,0.0811,0.99
2.710457,0.9905,0.0196,0.0811,0.99
2.728006,0.9880,0.0201,0.0816,0.99
2.760249,0.9832,0.0228,0.0792,0.99
2.777316,0.9861,0.0223,0.0787,0.99
2.793746,0.9907,0.0208,0.0777,0.99
2.810235,0.9902,0.0169,0.0762,0.99
2.843550,0.9866,0.0201,0.0760,0.99
2.860130,0.9876,0.0186,0.0765,0.99
2.877089,0.9858,0.0179,0.0767,0.99
2.893706,0.9834,0.0159,0.0775,0.99
2.910237,0.9839,0.0140,0.0782,0.99
2.943282,0.9844,0.0130,0.0782,0.99
2.959940,0.9824,0.0159,0.0797,0.99
2.976719,0.9868,0.0172,0.0792,0.99
2.993542,0.9893,0.0164,0.0797,0.99
3.027573,0.9854,0.0223,0.0777,0.99
3.043361,0.9824,0.0245,0.0777,0.99
3.060119,0.9819,0.0196,0.0779,0.99
3.076960,0.9824,0.0150,0.0762,0.99
3.093715,0.9829,0.0157,0.0770,0.99
3.127753,0.9885,0.0250,0.0794,0.99
3.143426,0.9934,0.0233,0.0775,1.00
3.160086,0.9939,0.0223,0.0726,1.00
3.176581,0.9924,0.0203,0.0699,1.00
3.194635,0.9890,0.0201,0.0704,0.99
3.227190,0.9834,0.0194,0.0767,0.99
3.243148,0.9817,0.0218,0.0787,0.99
3.259879,0.9807,0.0240,0.0789,0.98
3.276189,0.9812,0.0235,0.0777,0.98
3.309368,0.9832,0.0172,0.0767,0.99
3.326972,0.9819,0.0186,0.0767,0.99
3.344126,0.9819,0.0184,0.0792,0.99
3.359558,0.9846,0.0159,0.0792,0.99
3.376909,0.9937,0.0081,0.0723,1.00
3.409474,0.9858,0.0003,0.0704,0.99
3.426020,0.9905,0.0049,0.0718,0.99
3.443593,0.9944,0.0101,0.0694,1.00
3.459219,0.9895,0.0135,0.0709,0.99
3.479051,0.9844,0.0113,0.0738,0.99
3.509319,0.9844,0.0013,0.0709,0.99
3.525910,0.9812,0.0027,0.0723,0.98
3.543331,0.9785,0.0040,0.0745,0.98
3.559971,0.9812,0.0047,0.0701,0.98
3.592432,0.9829,0.0005,0.0713,0.99
3.609361,0.9827,0.0003,0.0711,0.99
3.625636,0.9802,0.0062,0.0691,0.98
3.643505,0.9788,0.0030,0.0679,0.98
3.675438,0.9788,-0.0048,0.0647,0.98
3.692094,0.9814,-0.0007,0.0643,0.98
3.709201,0.9924,0.0057,0.0616,0.99
3.725410,0.9956,0.0113,0.0630,1.00
3.758504,0.9851,0.0225,0.0603,0.99
3.775437,0.9812,0.0120,0.0584,0.98
3.791772,0.9854,0.0032,0.0591,0.99
3.808819,0.9888,0.0067,0.0601,0.99
3.826679,0.9949,0.0235,0.0601,1.00
3.858574,0.9898,0.0426,0.0401,0.99
3.875483,0.9922,0.0433,0.0244,0.99
3.891977,0.9883,0.0460,0.0261,0.99
3.909243,0.9890,0.0494,0.0352,0.99
3.927221,0.9964,0.0509,0.0484,1.00
3.958241,0.9995,0.0397,0.0584,1.00
3.975601,1.0008,0.0426,0.0552,1.00
3.991712,1.0184,0.0426,0.0545,1.02
4.025943,0.9951,0.0612,0.0447,1.00
4.041488,0.9726,0.0705,0.0408,0.98
4.058446,0.9641,0.0790,0.0293,0.97
4.075181,0.9712,0.0863,0.0217,0.98
4.091692,0.9817,0.0925,0.0234,0.99
4.125914,0.9807,0.1054,0.0298,0.99
4.141213,0.9900,0.0954,0.0310,1.00
4.158089,0.9983,0.0873,0.0220,1.00
4.174939,0.9949,0.0856,0.0176,1.00
4.194645,0.9800,0.1020,0.0178,0.99
4.225733,0.9819,0.1355,0.0427,0.99
4.241270,0.9976,0.1184,0.0567,1.01
4.258561,1.0064,0.0898,0.0603,1.01
4.291404,0.9800,0.0841,0.0667,0.99
4.308252,0.9788,0.0954,0.0787,0.99
4.325246,0.9956,0.0893,0.1065,1.01
4.342613,1.0069,0.0651,0.1134,1.02
4.374572,0.9917,0.0240,0.0787,1.00
4.391180,0.9543,0.0365,0.0322,0.96
4.407714,0.9269,0.0841,0.0100,0.93
4.424885,0.9147,0.1501,0.0139,0.93
4.441895,0.9181,0.1665,0.0200,0.93
4.474520,0.9964,0.1237,0.0349,1.00
4.490923,1.0844,0.0546,0.0185,1.09
4.507607,1.1122,0.0045,-0.0042,1.11
4.524304,1.0853,-0.0273,-0.0127,1.09
4.542855,0.9880,-0.0205,0.0022,0.99
4.574089,0.9145,0.0054,0.0706,0.92
4.590815,0.9245,0.0047,0.0999,0.93
4.607385,0.9516,0.0023,0.0980,0.96
4.640620,1.0140,0.0206,0.0608,1.02
4.658269,1.0191,0.0340,0.0591,1.02
4.673884,1.0140,0.0348,0.0633,1.02
4.690601,1.0125,0.0221,0.0709,1.02
4.707128,1.0069,0.0130,0.0797,1.01
4.741416,0.9692,0.0001,0.0889,0.97
4.758153,0.9651,0.0027,0.0938,0.97
4.773576,0.9678,0.0062,0.0987,0.97
4.791025,0.9761,-0.0051,0.0931,0.98
4.807293,0.9778,-0.0197,0.0882,0.98
4.841198,0.9709,-0.0158,0.0968,0.98
4.856913,0.9722,-0.0029,0.0907,0.98
4.873535,0.9773,0.0054,0.0904,0.98
4.889964,0.9934,0.0005,0.0858,1.00
4.908530,1.0027,-0.0056,0.0757,1.01
4.939841,1.0032,-0.0036,0.0657,1.01
4.956467,0.9981,0.0093,0.0684,1.00
4.973206,0.9900,0.0233,0.0726,0.99
4.991167,0.9812,0.0353,0.0789,0.98
5.024201,0.9746,0.0296,0.0919,0.98
5.039661,0.9807,0.0118,0.0936,0.99
5.056656,0.9854,0.0045,0.0882,0.99
