time,gFx,gFy,gFz,TgF
0.014749,0.9866,-0.0344,0.0748,0.99
0.031895,0.9920,-0.0312,0.0687,0.99
0.047598,0.9851,-0.0293,0.0716,0.99
0.064806,0.9812,-0.0327,0.0740,0.98
0.098206,0.9858,-0.0346,0.0760,0.99
0.115336,0.9880,-0.0337,0.0672,0.99
0.130903,0.9863,-0.0366,0.0589,0.99
0.148540,0.9851,-0.0390,0.0650,0.99
0.165011,0.9863,-0.0381,0.0669,0.99
0.196913,0.9907,-0.0344,0.0603,0.99
0.215000,0.9932,-0.0324,0.0594,1.00
0.230127,0.9932,-0.0305,0.0601,1.00
0.248284,0.9932,-0.0310,0.0584,1.00
0.263740,0.9907,-0.0307,0.0606,0.99
0.297691,0.9839,-0.0290,0.0694,0.99
0.314653,0.9898,-0.0317,0.0709,0.99
0.330450,0.9920,-0.0317,0.0674,0.99
0.347947,0.9895,-0.0310,0.0696,0.99
0.364665,0.9844,-0.0334,0.0731,0.99
0.398263,0.9812,-0.0378,0.0775,0.98
0.414999,0.9861,-0.0366,0.0762,0.99
0.429901,0.9895,-0.0359,0.0750,0.99
0.448448,0.9905,-0.0361,0.0731,0.99
0.465062,0.9868,-0.0383,0.0704,0.99
0.497741,0.9861,-0.0320,0.0691,0.99
0.513601,0.9876,-0.0324,0.0711,0.99
0.530117,0.9902,-0.0339,0.0704,0.99
0.551209,0.9902,-0.0359,0.0672,0.99
0.568103,0.9868,-0.0344,0.0694,0.99
0.602227,0.9861,-0.0317,0.0716,0.99
0.622416,0.9873,-0.0320,0.0711,0.99
0.637429,0.9861,-0.0339,0.0726,0.99
0.653620,0.9841,-0.0351,0.0743,0.99
0.671034,0.9851,-0.0354,0.0745,0.99
0.705146,0.9866,-0.0334,0.0694,0.99
0.723151,0.9849,-0.0320,0.0709,0.99
0.736896,0.9822,-0.0337,0.0738,0.99
0.754168,0.9846,-0.0327,0.0753,0.99
0.770244,0.9917,-0.0305,0.0772,1.00
0.804782,0.9880,-0.0356,0.0647,0.99
0.819757,0.9797,-0.0339,0.0760,0.98
0.836633,0.9741,-0.0342,0.0853,0.98
0.853381,0.9795,-0.0312,0.0880,0.98
0.871669,0.9844,-0.0339,0.0831,0.99
0.906594,0.9849,-0.0405,0.0794,0.99
0.920131,0.9873,-0.0434,0.0789,0.99
0.937728,0.9920,-0.0466,0.0775,1.00
0.953626,0.9888,-0.0500,0.0782,0.99
0.972800,0.9800,-0.0481,0.0801,0.98
1.008658,0.9856,-0.0491,0.0809,0.99
1.019444,0.9868,-0.0508,0.0806,0.99
1.036325,0.9846,-0.0508,0.0865,0.99
1.054085,0.9888,-0.0527,0.0804,0.99
1.073424,0.9876,-0.0434,0.0772,0.99
