time,gFx,gFy,gFz,TgF
0.031354,0.0098,0.0416,1.0007,1.00
0.047204,0.0088,0.0433,1.0009,1.00
0.063374,0.0115,0.0419,1.0004,1.00
0.079984,0.0154,0.0414,1.0009,1.00
0.096531,0.0154,0.0416,1.0007,1.00
0.114825,0.0123,0.0411,1.0007,1.00
0.146456,0.0083,0.0428,1.0014,1.00
0.163225,0.0096,0.0433,1.0000,1.00
0.181072,0.0115,0.0404,0.9992,1.00
0.197157,0.0105,0.0406,0.9987,1.00
0.216904,0.0108,0.0401,0.9985,1.00
0.237017,0.0120,0.0411,1.0000,1.00
0.263010,0.0093,0.0416,1.0029,1.00
0.279466,0.0108,0.0406,1.0036,1.00
0.299592,0.0105,0.0406,1.0004,1.00
0.329280,0.0115,0.0416,0.9985,1.00
0.346048,0.0164,0.0443,1.0007,1.00
0.362566,0.0196,0.0455,1.0044,1.01
0.396698,0.0145,0.0397,0.9965,1.00
0.412346,0.0113,0.0377,0.9973,1.00
0.429306,0.0098,0.0392,0.9997,1.00
0.445723,0.0074,0.0443,1.0024,1.00
0.462477,0.0074,0.0453,1.0034,1.00
0.496539,0.0079,0.0416,1.0024,1.00
0.512200,0.0074,0.0404,1.0036,1.00
0.529277,0.0076,0.0392,1.0044,1.01
0.545699,0.0120,0.0406,1.0019,1.00
0.564010,0.0147,0.0428,1.0000,1.00
0.612792,0.0132,0.0414,1.0000,1.00
0.613226,0.0132,0.0414,1.0000,1.00
0.629319,0.0127,0.0421,1.0029,1.00
0.647133,0.0164,0.0406,1.0048,1.01
0.680347,0.0152,0.0365,1.0004,1.00
0.696426,0.0115,0.0387,1.0009,1.00
0.714622,0.0093,0.0414,1.0024,1.00
0.729344,0.0076,0.0445,1.0029,1.00
0.748105,0.0079,0.0443,1.0012,1.00
0.779318,0.0101,0.0404,0.9985,1.00
0.796524,0.0123,0.0397,1.0000,1.00
0.814606,0.0115,0.0414,1.0017,1.00
0.829967,0.0113,0.0426,1.0041,1.01
0.847688,0.0113,0.0431,1.0029,1.00
0.879188,0.0162,0.0411,0.9992,1.00
0.895649,0.0184,0.0389,0.9980,1.00
0.914086,0.0179,0.0389,0.9982,1.00
0.928887,0.0135,0.0399,0.9995,1.00
0.951908,0.0105,0.0414,1.0014,1.00
0.978641,0.0108,0.0428,1.0026,1.00
0.996470,0.0113,0.0419,1.0012,1.00
1.015002,0.0108,0.0409,1.0002,1.00
1.046195,0.0105,0.0404,1.0017,1.00
1.061776,0.0108,0.0389,1.0017,1.00
1.079054,0.0101,0.0399,1.0022,1.00
1.097459,0.0096,0.0406,1.0022,1.00
1.114175,0.0093,0.0404,1.0002,1.00
1.145861,0.0164,0.0401,0.9987,1.00
1.161862,0.0189,0.0414,1.0014,1.00
1.179555,0.0193,0.0428,1.0061,1.01
1.197420,0.0193,0.0428,1.0014,1.00
1.215313,0.0145,0.0397,0.9965,1.00
1.244954,0.0105,0.0404,0.9980,1.00
1.262059,0.0071,0.0423,1.0029,1.00
1.278381,0.0074,0.0404,1.0026,1.00
1.297437,0.0088,0.0377,1.0019,1.00
1.328120,0.0069,0.0392,1.0017,1.00
1.344783,0.0081,0.0397,1.0029,1.00
1.366599,0.0132,0.0399,1.0007,1.00
1.378117,0.0159,0.0397,0.9992,1.00
1.411966,0.0149,0.0372,0.9953,1.00
1.427746,0.0118,0.0389,0.9982,1.00
1.445078,0.0135,0.0384,0.9992,1.00
1.461586,0.0174,0.0399,1.0000,1.00
1.496975,0.0123,0.0372,0.9995,1.00
1.511400,0.0098,0.0392,0.9990,1.00
1.527819,0.0079,0.0409,0.9987,1.00
1.548148,0.0064,0.0414,1.0002,1.00
1.561199,0.0074,0.0394,1.0007,1.00
1.596628,0.0091,0.0404,0.9995,1.00
1.611282,0.0093,0.0414,0.9992,1.00
1.628427,0.0108,0.0397,1.0000,1.00
1.644028,0.0105,0.0397,0.9997,1.00
1.661049,0.0105,0.0399,0.9992,1.00
1.697129,0.0164,0.0404,1.0004,1.00
1.711119,0.0157,0.0416,1.0014,1.00
1.727450,0.0123,0.0414,1.0017,1.00
1.744594,0.0098,0.0414,0.9997,1.00
