time,gFx,gFy,gFz,TgF
0.003022,0.8233,0.0709,0.5436,0.99
0.012274,0.8233,0.0712,0.5434,0.99
0.028379,0.8235,0.0722,0.5443,0.99
0.046037,0.8228,0.0714,0.5463,0.99
0.078709,0.8277,0.0739,0.5446,0.99
0.093905,0.8233,0.0744,0.5424,0.99
0.110754,0.8204,0.0719,0.5456,0.99
0.127241,0.8226,0.0702,0.5463,0.99
0.146813,0.8294,0.0695,0.5412,0.99
0.178153,0.8252,0.0751,0.5482,0.99
0.193659,0.8226,0.0736,0.5473,0.99
0.211717,0.8223,0.0705,0.5431,0.99
0.227158,0.8238,0.0675,0.5414,0.99
0.247395,0.8265,0.0697,0.5409,0.99
0.279329,0.8230,0.0763,0.5468,0.99
0.294902,0.8204,0.0749,0.5475,0.99
0.312870,0.8201,0.0736,0.5473,0.99
0.349854,0.8235,0.0707,0.5443,0.99
0.350242,0.8235,0.0707,0.5443,0.99
0.379989,0.8243,0.0714,0.5446,0.99
0.394508,0.8245,0.0714,0.5426,0.99
0.410860,0.8267,0.0729,0.5419,0.99
0.444533,0.8240,0.0695,0.5446,0.99
0.460797,0.8230,0.0697,0.5451,0.99
0.490542,0.8240,0.0719,0.5451,0.99
0.493879,0.8248,0.0729,0.5451,0.99
0.524436,0.8238,0.0709,0.5487,0.99
0.544321,0.8284,0.0673,0.5475,1.00
0.560692,0.8292,0.0695,0.5465,1.00
0.577745,0.8250,0.0744,0.5468,0.99
0.596767,0.8179,0.0756,0.5475,0.99
0.623946,0.8189,0.0722,0.5441,0.99
0.645510,0.8240,0.0714,0.5434,0.99
0.659731,0.8250,0.0707,0.5436,0.99
0.676761,0.8250,0.0712,0.5463,0.99
0.709774,0.8221,0.0741,0.5485,0.99
0.726395,0.8208,0.0741,0.5492,0.99
0.743273,0.8206,0.0741,0.5487,0.99
0.759893,0.8221,0.0722,0.5456,0.99
0.776402,0.8235,0.0719,0.5448,0.99
0.809651,0.8226,0.0724,0.5470,0.99
0.826789,0.8223,0.0729,0.5497,0.99
0.843063,0.8228,0.0736,0.5485,0.99
0.859588,0.8228,0.0744,0.5453,0.99
0.893993,0.8206,0.0724,0.5490,0.99
0.909509,0.8262,0.0705,0.5468,0.99
0.926115,0.8277,0.0724,0.5468,0.99
0.943176,0.8279,0.0758,0.5478,1.00
0.959452,0.8238,0.0744,0.5460,0.99
0.994303,0.8218,0.0668,0.5429,0.99
1.009314,0.8226,0.0675,0.5446,0.99
1.026001,0.8248,0.0707,0.5441,0.99
1.042808,0.8243,0.0746,0.5470,0.99
1.060499,0.8204,0.0766,0.5512,0.99
1.093604,0.8196,0.0734,0.5507,0.99
1.109157,0.8218,0.0709,0.5475,0.99
1.125865,0.8221,0.0697,0.5458,0.99
1.142559,0.8223,0.0697,0.5456,0.99
1.161930,0.8245,0.0705,0.5438,0.99
1.195313,0.8245,0.0736,0.5453,0.99
1.209542,0.8235,0.0722,0.5460,0.99
