time,gFx,gFy,gFz,TgF
0.001653,0.0135,0.0458,1.0019,1.00
0.035958,0.0083,0.0470,1.0034,1.00
0.044856,0.0105,0.0470,1.0026,1.00
0.064757,0.0135,0.0438,0.9990,1.00
0.081571,0.0149,0.0450,0.9970,1.00
0.099234,0.0145,0.0467,0.9980,1.00
0.114720,0.0120,0.0470,0.9995,1.00
0.133690,0.0110,0.0460,1.0014,1.00
0.164510,0.0135,0.0458,1.0024,1.00
0.181138,0.0176,0.0475,1.0041,1.01
0.198927,0.0208,0.0487,1.0041,1.01
0.214657,0.0206,0.0472,0.9970,1.00
0.247894,0.0091,0.0443,0.9946,1.00
0.265921,0.0083,0.0475,0.9985,1.00
0.281028,0.0083,0.0492,1.0029,1.00
0.298769,0.0093,0.0482,1.0029,1.00
0.317870,0.0098,0.0460,1.0017,1.00
0.347554,0.0101,0.0448,1.0017,1.00
0.364121,0.0115,0.0455,1.0017,1.00
0.380782,0.0157,0.0460,0.9995,1.00
0.414125,0.0198,0.0443,0.9975,1.00
0.430703,0.0179,0.0445,0.9965,1.00
0.447286,0.0135,0.0453,1.0000,1.00
0.464128,0.0147,0.0455,1.0012,1.00
0.480737,0.0162,0.0455,1.0031,1.00
0.500849,0.0154,0.0438,1.0024,1.00
0.530386,0.0118,0.0423,1.0004,1.00
0.547126,0.0108,0.0445,1.0019,1.00
0.564830,0.0108,0.0460,1.0014,1.00
0.588478,0.0132,0.0460,1.0009,1.00
0.616895,0.0142,0.0453,1.0007,1.00
0.631213,0.0140,0.0445,1.0000,1.00
0.654717,0.0157,0.0445,1.0004,1.00
0.663888,0.0157,0.0450,1.0007,1.00
0.698382,0.0171,0.0458,1.0014,1.00
0.713420,0.0174,0.0465,1.0000,1.00
0.730149,0.0171,0.0448,0.9985,1.00
0.746658,0.0159,0.0443,0.9985,1.00
0.780074,0.0149,0.0423,1.0002,1.00
0.796521,0.0154,0.0426,1.0009,1.00
0.814747,0.0152,0.0426,1.0004,1.00
0.829888,0.0130,0.0448,1.0017,1.00
0.846488,0.0130,0.0448,1.0022,1.00
0.879901,0.0174,0.0416,1.0007,1.00
0.896489,0.0169,0.0414,1.0019,1.00
0.914796,0.0147,0.0426,1.0002,1.00
0.929804,0.0147,0.0438,0.9987,1.00
0.946312,0.0167,0.0431,0.9997,1.00
0.979689,0.0167,0.0411,0.9997,1.00
0.996158,0.0154,0.0431,1.0000,1.00
1.014303,0.0157,0.0433,0.9980,1.00
1.029521,0.0147,0.0438,1.0000,1.00
1.046876,0.0174,0.0443,1.0007,1.00
1.079242,0.0223,0.0450,1.0053,1.01
1.095925,0.0225,0.0460,1.0034,1.00
1.113940,0.0186,0.0431,0.9970,1.00
1.129192,0.0140,0.0411,0.9941,1.00
1.147906,0.0127,0.0416,0.9975,1.00
1.179910,0.0123,0.0423,1.0051,1.01
1.196386,0.0135,0.0426,1.0044,1.01
1.215263,0.0137,0.0431,1.0019,1.00
1.229973,0.0145,0.0431,1.0004,1.00
1.250343,0.0171,0.0419,0.9995,1.00
1.279812,0.0220,0.0406,0.9980,1.00
1.296194,0.0242,0.0411,0.9973,1.00
1.316211,0.0191,0.0411,0.9978,1.00
1.346122,0.0174,0.0416,1.0007,1.00
1.365927,0.0208,0.0409,1.0014,1.00
1.381612,0.0198,0.0406,1.0029,1.00
1.396014,0.0157,0.0397,1.0019,1.00
1.416047,0.0142,0.0409,1.0004,1.00
1.432393,0.0137,0.0441,1.0022,1.00
1.452564,0.0142,0.0433,1.0031,1.00
1.479964,0.0152,0.0401,1.0017,1.00
1.495825,0.0164,0.0409,1.0002,1.00
1.518913,0.0169,0.0416,0.9995,1.00
1.551379,0.0193,0.0419,1.0002,1.00
1.562628,0.0201,0.0421,0.9997,1.00
1.579207,0.0203,0.0414,1.0000,1.00
1.597987,0.0193,0.0423,0.9990,1.00
1.629128,0.0189,0.0406,0.9987,1.00
1.646149,0.0191,0.0397,0.9997,1.00
1.662274,0.0181,0.0404,0.9987,1.00
1.679079,0.0152,0.0411,0.9990,1.00
1.700124,0.0135,0.0414,0.9992,1.00
1.729970,0.0184,0.0404,0.9982,1.00
1.744885,0.0181,0.0411,0.9997,1.00
1.761637,0.0145,0.0421,1.0029,1.00
1.796170,0.0164,0.0419,1.0029,1.00
1.811552,0.0193,0.0387,1.0007,1.00
1.828156,0.0189,0.0394,0.9982,1.00
1.845071,0.0162,0.0419,0.9990,1.00
1.861435,0.0142,0.0411,0.9975,1.00
1.896108,0.0162,0.0401,0.9978,1.00
1.911489,0.0198,0.0421,1.0002,1.00
1.928010,0.0208,0.0436,1.0039,1.01
1.944620,0.0218,0.0443,1.0078,1.01
1.961313,0.0201,0.0421,1.0007,1.00
1.995747,0.0132,0.0399,0.9953,1.00
2.011141,0.0120,0.0416,0.9982,1.00
2.027866,0.0123,0.0428,1.0019,1.00
2.044489,0.0125,0.0433,1.0034,1.00
2.062188,0.0118,0.0421,1.0039,1.00
2.095792,0.0130,0.0436,0.9992,1.00
2.111161,0.0152,0.0421,1.0000,1.00
2.127808,0.0189,0.0409,0.9997,1.00
2.144645,0.0211,0.0421,0.9987,1.00
2.163055,0.0206,0.0404,0.9982,1.00
2.196059,0.0149,0.0421,1.0000,1.00
2.210918,0.0162,0.0428,1.0009,1.00
2.227482,0.0181,0.0428,1.0029,1.00
2.251348,0.0152,0.0406,1.0022,1.00
2.278034,0.0125,0.0416,1.0000,1.00
2.297415,0.0115,0.0455,1.0007,1.00
2.311563,0.0123,0.0460,1.0014,1.00
2.331593,0.0132,0.0433,1.0034,1.00
2.366377,0.0149,0.0404,0.9997,1.00
